290,precisely
291,prefix
292,thus
293,each
294,program
295,countably
296,programs
297,they
298,semimeasures
299,strings
300,need
301,halt
302,otherwise
303,were
304,measures
305,corresponding
306,agree
307,binary
308,defined
309,two
310,negative
311,kraft
312,inequality
313,priors
314,sum
315,up
316,at
317,most
318,call
319,given
320,related
321,isomorphic
322,set
323,reals
324,shortest
325,string
326,generated
327,high
328,two-part
329,complexity
330,respect
331,does
332,exceed
333,constant
334,vovk
335,save
336,additive
337,reduced
338,example
339,task
340,classifying
341,instance
342,after
343,having
344,seen
345,"instance,class"
346,pairs
347,phrased
348,predict
349,continuation
350,typically
351,generalize
352,conditionalized
353,inputs
354,solve
355,problems
356,standard
357,form
358,obvious
359,proofs
360,paper
361,our
362,main
363,tool
364,obtaining
365,results
366,kullback-leibler
367,divergence
368,lemmata
369,stated
370,shows
371,obtained
372,latter
373,weights
374,subject
375,treats
376,finally
377,conclusions
378,although
379,internet
380,level
381,topology
382,extensively
383,past
384,few
385,years
386,little
387,known
388,about
389,details
390,taxonomy
391,node
392,represent
393,wide
394,variety
395,organizations
396,e
397,g
398,large
399,isp
400,private
401,business
402,university
403,vastly
404,different
405,network
406,characteristics
407,external
408,connectivity
409,patterns
410,growth
411,tendencies
412,properties
413,hardly
414,neglect
415,working
416,veracious
417,representations
418,simulation
419,environments
420,introduce
421,radically
422,approach
423,based
424,techniques
425,ases
426,into
427,successfully
428,classify
429,number
430,percent
431,accuracy
432,release
433,community
434,dataset
435,augmented
436,attributes
437,used
438,believe
439,serve
440,invaluable
441,addition
442,further
443,understanding
444,structure
445,evolution
446,rapid
447,expansion
448,last
449,decades
450,produced
451,scale
452,system
453,thousands
454,diverse
455,independently
456,managed
457,networks
458,collectively
459,provide
460,global
461,across
462,spectrum
463,geopolitical
464,globally
465,routable
466,identifiers
467,increased
468,less
469,exerting
470,significant
471,pressure
472,interdomain
473,routing
474,well
475,functional
476,structural
477,parts
478,impressive
479,resulted
480,heterogenous
481,highly
482,complex
483,challenges
484,accurate
485,realistic
486,modeling
487,infrastructure
488,intermix
489,owned
490,operated
491,backbone
492,providers
493,regional
494,access
495,universities
496,companies
497,statistical
498,faithfully
499,characterizes
500,types
501,critical
502,path
503,toward
504,knowledge
505,mandatory
506,augmenting
507,synthetically
508,constructed
509,topologies
510,intra
511,inter
512,router
513,expect
514,dual
515,homed
516,drastically
517,company
518,likely
519,contain
520,dozens
521,internal
522,routers
523,hosts
524,elements
525,switches
526,servers
527,firewalls
528,probably
529,single
530,simple
531,diversity
532,among
533,accurately
534,augment
535,misc
536,characterize
537,composing
538,annotating
539,their
540,prerequisite
541,exhibit
542,service
543,grow
544,attracting
545,customers
546,engaging
547,agreements
548,isps
549,connect
550,through
551,significantly
552,time
553,categorizing
554,identify
555,develop
556,mapping
557,ip
558,addresses
559,users
560,traffic
561,analysis
562,studies
563,required
564,distinguish
565,between
566,packets
567,come
568,home
569,realize
570,goal
571,checking
572,type
573,originates
574,address
575,lies
576,construct
577,representative
578,algorithm
579,empirically
580,observed
581,differences
582,data
583,registries
584,irr
585,routeviews
586,intrinsic
587,employ
588,novel
589,technique
590,build
591,exploits
592,six
593,reflect
594,infrastructures
595,macroscopic
596,statistics
597,validate
598,using
599,manually
600,identified
601,validation
602,demonstrates
603,achieves
604,examined
605,classifications
606,correct
607,make
608,classifier
609,publicly
610,available
611,promote
612,research
613,s
614,start
615,brief
616,discussion
617,describes
618,specify
619,experiments
620,introduces
621,them
622,conclude
623,as-level
624,large-scale
625,intra-as
626,inter-as
627,router-level
628,dual-homed
629,registries~(irr
630,internet's
631,equations
632,loop
633,corrected
634,belief
635,propagation
636,variable
637,gaussian
638,exactness
639,averages
640,way
641,covariances
642,found
643,cavity
644,graphs
645,relation
646,correction
647,expectation
648,algorithms
649,no
650,longer
651,slightly
652,perturbed
653,nonlinear
654,message
655,passing
656,graphical
657,allow
658,computation
659,approximate
660,marginal
661,interval
662,scaling
663,polynomially
664,discovery
665,consequently
666,revolutionized
667,several
668,fields
669,applications
670,correcting
671,codes
672,vision
673,prominent
674,examples
675,loopy
676,either
677,resulting
678,bp
679,negligible
680,tolerated
681,purpose
682,serves
683,refinements
684,taking
685,account
686,part
687,finding
688,optimal
689,treatment
690,motivates
691,active
692,field
693,solutions
694,applying
695,developed
696,involving
697,short
698,loops
699,like
700,regular
701,lattices
702,cvm
703,approaches
704,tree
705,ep
706,applied
707,incidental
708,unifying
709,frameworks
710,region
711,lead
712,strategies
713,selecting
714,basic
715,clusters
716,recent
717,update
718,interpreted
719,zero
720,connected
721,correlations
722,quantities
723,parameterizations
724,i
725,neighbor
726,variables
727,removed
728,graph
729,bethe
730,recovered
731,when
732,assumed
733,factorize
734,whereas
735,first
736,takes
737,pair
738,cumulants
739,estimation
740,extra
741,runs
742,allowing
743,polynomial
744,reducing
745,running
746,scales
747,factor
748,seems
749,heavy
750,benefit
751,require
752,selection
753,structures
754,effect
755,contribute
756,nontrivial
757,once
758,above
759,strategy
760,applicable
761,perturbative
762,around
763,makes
764,relatively
765,weak
766,interactions
767,principal
768,requirement
769,smaller
770,third
771,etc
772,heuristics
773,performing
774,outside
775,regimes
776,far
777,abstract
778,versus
779,practical
780,apply
781,idea
782,tractable
783,yielding
784,scheme
785,besides
786,average
787,marginals
788,yields
789,variances
790,potentially
791,function
792,approximations
793,calculates
794,exact
795,covariance
796,matrices
797,without
798,explicitly
799,linear
800,response
801,tree-structures
802,by-product
803,defensive
804,forecasting
805,method
806,transforming
807,laws
808,game
809,theoretic
810,sceptic
811,varieties
812,moves
813,depend
814,forecasts
815,semi
816,manner
817,produces
818,deterministic
819,randomized
820,dependence
821,arbitrary
822,forecaster
823,allowed
824,smearing
825,textbf
826,version
827,august
828,report
829,relaxed
830,now
831,compact
832,choose
833,his
834,concentrated
835,cardinality
836,was
837,essentially
838,introduced
839,levin
840,later
841,rediscovered
842,kakade
843,foster
844,takemura
845,et
846,al
847,von
848,mises
849,vohra
850,others
851,sandroni
852,papers
853,concerned
854,asymptotic
855,calibration
856,non
857,versions
858,proposed
859,shafer
860,noticed
861,randomization
862,aspect
863,states
864,proof
865,blurring
866,informal
867,discussions
868,assuming
869,outcomes
870,try
871,mathematical
872,reader
873,who
874,interested
875,ideas
876,specialize
877,theorems
878,game-theoretic
879,sceptic's
880,semi)continuous
881,forecaster's
882,mises's
883,non-asymptotic
884,measure-theoretic
885,any
886,notion
887,stability
888,tight
889,tailored
890,exploiting
891,existing
892,analyses
893,scenario
894,samples
895,identically
896,distributed
897,hold
898,observations
899,received
900,inherent
901,temporal
902,drawn
903,stationary
904,mixing
905,widely
906,adopted
907,study
908,independent
909,processes
910,weakening
911,prove
912,distinct
913,sequences
914,strictly
915,stable
916,thereby
917,extending
918,scenarios
919,illustrate
920,including
921,support
922,vector
923,regression
924,kernel
925,ridge
926,machines
927,regularization
928,relative
929,entropy
930,viewed
931,theoretical
932,basis
933,vc
934,dimension
935,covering
936,numbers
937,rademacher
938,hypotheses
939,exploit
940,outputs
941,varies
942,limited
943,changes
944,made
945,training
946,effectively
947,fact
948,tested
949,derived
950,clear
951,diagnosis
952,series
953,clearly
954,prices
955,stocks
956,day
957,stock
958,days
959,dependent
960,apparent
961,dependency
962,affect
963,sampled
964,usefulness
965,block
966,described
967,attributed
968,commonly
969,contexts
970,differs
971,previous
972,blocks
973,points
974,equal
975,generalized
976,mcdiarmid
977,leads
978,cover
979,unlike
980,presented
981,purely
982,depending
983,coefficient
984,svr
985,svms
986,context
987,experimental
988,previously
989,supported
990,following
991,sections
992,organized
993,follows
994,definitions
995,considering
996,illustration
997,krr
998,presents
999,non-iid
1000,stability-based
1001,stability-bounds
1002,regularization-based
1003,entropy-based
1004,vc-dimension
1005,mcdiarmid's
1006,contextsmisc
1007,quantum
1008,annealing
1009,qa
1010,clustering
1011,extension
1012,simulated
1013,sa
1014,propose
1015,schedule
1016,crucial
1017,finds
1018,better
1019,assignments
1020,furthermore
1021,easy
1022,implement
1023,popular
1024,methods
1025,mining
1026,formulated
1027,optimization
1028,solved
1029,em
1030,convex
1031,relaxation
1032,np
1033,hard
1034,promising
1035,candidate
1036,proved
1037,able
1038,find
1039,optimum
1040,slow
1041,cooling
1042,temperature
1043,amount
1044,reasonably
1045,solution
1046,faster
1047,what
1048,citeauthor
1049,geman
1050,mechanics
1051,alternative
1052,adds
1053,another
1054,fig
1055,succeeded
1056,ising
1057,unclear
1058,works
1059,actually
1060,think
1061,intuitively
1062,helps
1063,procedure
1064,depends
1065,definition
1066,search
1067,fit
1068,contribution
1069,experimentally
1070,optimizes
1071,markov
1072,chain
1073,monte
1074,carlo
1075,mcmc
1076,sampler
1077,st
1078,explain
1079,naive
1080,intractable
1081,suzuki
1082,trotter
1083,looks
1084,parallel
1085,sas
1086,interaction
1087,beginning
1088,process
1089,almost
1090,hence
1091,optima
1092,continues
1093,stronger
1094,move
1095,closer
1096,end
1097,picks
1098,state
1099,lowest
1100,energy
1101,final
1102,grouped
1103,four
1104,locally
1105,suppose
1106,correspond
1107,allows
1108,assignment
1109,defines
1110,distance
1111,metric
1112,locates
1113,chance
1114,go
1115,because
1116,similar
1117,situation
1118,occurs
1119,majority
1120,clustered
1121,picking
1122,sub
1123,located
1124,ones
1125,np-hard
1126,qa-based
1127,qa-st
1128,suzuki-trotter
1129,well-clustered
1130,sub-optimal
1131,controlled
1132,smoothness
1133,flexibility
1134,neighbors
1135,averaged
1136,k
1137,nearest
1138,knn
1139,degree
1140,polynomials
1141,let
1142,best
1143,regressor
1144,flexible
1145,rigid
1146,something
1147,achieve
1148,worth
1149,define
1150,rank
1151,fictitious
1152,fitted
1153,suggest
1154,minimal
1155,lorp
1156,penalized
1157,variants
1158,aic
1159,bic
1160,functions
1161,noise
1162,parametric
1163,formalize
1164,motivate
1165,compare
1166,schemes
1167,problem
1168,want
1169,determine
1170,relationship
1171,seek
1172,close
1173,unknown
1174,values
1175,select
1176,smallest
1177,reasonable
1178,remains
1179,right
1180,perfect
1181,called
1182,overfitting
1183,various
1184,remedies
1185,suggested
1186,empirical
1187,test
1188,cross
1189,comparison
1190,bayesian
1191,regarded
1192,ml
1193,sampling
1194,mean
1195,chooses
1196,pml
1197,penalty
1198,modern
1199,sound
1200,foundations
1201,rely
1202,difficult
1203,establish
1204,ignore
1205,least
1206,tell
1207,incorporate
1208,criterion
1209,regressors
1210,black
1211,box
1212,insight
1213,origin
1214,inner
1215,things
1216,key
1217,observation
1218,fitting
1219,fits
1220,bad
1221,claim
1222,minimizing
1223,suitable
1224,trades
1225,off
1226,giving
1227,introduction
1228,formally
1229,real
1230,spaces
1231,regularize
1232,infinite
1233,ranks
1234,explicit
1235,expressions
1236,includes
1237,lbfr
1238,projective
1239,mackay
1240,hastie
1241,trace
1242,formulas
1243,effective
1244,scratch
1245,surface
1246,considerations
1247,elaborated
1248,future
1249,it's
1250,"aic,bic,mdl"
1251,non-parametric
1252,cross-validation
1253,semi)parametric
1254,mackay's
1255,hastie's
1256,nonparametric
1257,accounts
1258,uncertainty
1259,factors
1260,accomplish
1261,sparse
1262,variant
1263,indian
1264,buffet
1265,couple
1266,hierarchical
1267,kingman
1268,coalescent
1269,gene
1270,expression
1271,explaining
1272,means
1273,latent
1274,couples
1275,solely
1276,representation
1277,fold
1278,benefits
1279,discovering
1280,simpler
1281,motivated
1282,p
1283,n
1284,paradigm
1285,features
1286,greatly
1287,exceeds
1288,three
1289,fundamental
1290,shortcomings
1291,stems
1292,reconstructing
1293,regulatory
1294,pathways
1295,contributions
1296,pathway
1297,within
1298,framework
1299,itself
1300,instead
1301,separately
1302,fundamentally
1303,treat
1304,nonparametrically
1305,proposing
1306,ibp
1307,designed
1308,sparsity
1309,genes
1310,explains
1311,involved
1312,transcription
1313,signaling
1314,synthesis
1315,nature
1316,requires
1317,choice
1318,trees
1319,bioinformatics
1320,notation
1321,area
1322,collaborative
1323,filtering
1324,movies
1325,genres
1326,know
1327,movie
1328,closely
1329,romance
1330,comedy
1331,action
1332,spurious
1333,kingman's
1334,gene-expression
1335,two-fold
1336,gene-to-factor
1337,constraint
1338,satisfaction
1339,aim
1340,specified
1341,constraints
1342,cost
1343,homomorphism
1344,every
1345,value
1346,minimizes
1347,denote
1348,predicates
1349,combinatorial
1350,concrete
1351,defence
1352,logistics
1353,algebraic
1354,csps
1355,aid
1356,choices
1357,result
1358,settles
1359,dichotomy
1360,conjecture
1361,resolved
1362,directed
1363,gutin
1364,hell
1365,rafiey
1366,yeo
1367,european
1368,j
1369,combinatorics
1370,formalizing
1371,arising
1372,artificial
1373,intelligence
1374,database
1375,equivalent
1376,formulations
1377,assigned
1378,simultaneously
1379,subsets
1380,relational
1381,arise
1382,propositional
1383,logic
1384,scheduling
1385,areas
1386,during
1387,subproblems
1388,intensively
1389,computer
1390,scientists
1391,mathematicians
1392,considerable
1393,restricted
1394,relations
1395,language
1396,boolean
1397,ternary
1398,sat
1399,direction
1400,mainly
1401,clones
1402,algebra
1403,conjectured
1404,complete
1405,costs
1406,satisfying
1407,world
1408,solvable
1409,characterization
1410,languages
1411,course
1412,preliminaries
1413,together
1414,connecting
1415,conservative
1416,algebras
1417,divided
1418,hardness
1419,collected
1420,followed
1421,building
1422,tractability
1423,existence
1424,polymorphisms
1425,connections
1426,concept
1427,arithmetical
1428,deadlocks
1429,lay
1430,foundation
1431,reformulate
1432,directions
1433,well-studied
1434,np-complete
1435,variable/value
1436,real-world
1437,polynomial-time
1438,np-hardness
1439,regularized
1440,risk
1441,minimization
1442,hinge
1443,heart
1444,bundle
1445,bmrm
1446,svmstruct
1447,solvers
1448,tackle
1449,recently
1450,iterations
1451,converge
1452,hadamard
1453,matrix
1454,rates
1455,improved
1456,objective
1457,devise
1458,converges
1459,labels
1460,label
1461,d
1462,joint
1463,denotes
1464,current
1465,regularizer
1466,acts
1467,prevents
1468,nonsmooth
1469,smooth
1470,strongly
1471,prototypical
1472,perhaps
1473,solver
1474,showed
1475,iteration
1476,replaces
1477,piecewise
1478,lower
1479,next
1480,iterate
1481,subgradient
1482,successively
1483,tightened
1484,until
1485,gap
1486,falls
1487,below
1488,predefined
1489,tolerance
1490,though
1491,solves
1492,one-dimensional
1493,line
1494,decrease
1495,behavior
1496,theoretically
1497,predicted
1498,life
1499,could
1500,answer
1501,constructing
1502,circumvent
1503,old
1504,nesterov
1505,primarily
1506,focus
1507,whenever
1508,pieces
1509,include
1510,multiclass
1511,multi-label
1512,ordinal
1513,assess
1514,sex-related
1515,facing
1516,novelty
1517,visuo-spatial
1518,investigate
1519,exploratory
1520,exploration
1521,visual
1522,discrimination
1523,responses
1524,analyzed
1525,signal
1526,detection
1527,women
1528,selected
1529,searching
1530,already
1531,men
1532,approximately
1533,uniform
1534,women's
1535,rise
1536,secure
1537,base
1538,warranting
1539,safety
1540,men's
1541,appear
1542,influenced
1543,difference
1544,beliefs
1545,concerning
1546,uncertain
1547,events
1548,influencing
1549,evaluation
1550,males
1551,females
1552,seem
1553,differ
1554,spatial
1555,abilities
1556,styles
1557,generally
1558,navigational
1559,female
1560,cognitive
1561,style
1562,relies
1563,detailed
1564,male
1565,evolutionary
1566,mechanisms
1567,sex
1568,behavioral
1569,due
1570,mating
1571,induced
1572,large-range
1573,navigation
1574,linked
1575,dynamics
1576,reproduction
1577,sexual
1578,influence
1579,mate
1580,competition
1581,mates
1582,compete
1583,extensive
1584,ranging
1585,partners
1586,according
1587,reproductive
1588,success
1589,proposition
1590,exclusively
1591,humans
1592,division
1593,labor
1594,hunting
1595,plant
1596,gathering
1597,would
1598,put
1599,greater
1600,memory
1601,sustained
1602,duties
1603,argued
1604,ecuyer-dab
1605,robert
1606,cognition
1607,shaped
1608,strong
1609,concern
1610,survival
1611,self
1612,offspring
1613,compelled
1614,favor
1615,low-risk
1616,concentrating
1617,proximal
1618,cues
1619,coping
1620,space-related
1621,focusing
1622,enabled
1623,landmark
1624,encoding
1625,species
1626,feeding
1627,remembering
1628,locations
1629,potential
1630,resources
1631,cause
1632,taken
1633,literature
1634,indicate
1635,producing
1636,skills
1637,play
1638,role
1639,increase
1640,accessibility
1641,food
1642,resource
1643,multiply
1644,risks
1645,getting
1646,lost
1647,killed
1648,consumed
1649,animals
1650,predation
1651,mobile
1652,ability
1653,balance
1654,locomotion
1655,balancing
1656,should
1657,investigations
1658,yield
1659,apparently
1660,disparate
1661,partly
1662,contemporary
1663,designs
1664,lack
1665,decision-making
1666,investigates
1667,behaviors
1668,quotation
1669,robert's
1670,spontaneous
1671,two-dimensional
1672,acquiring
1673,driving
1674,curiosity
1675,comfort
1676,mastery
1677,one's
1678,environment
1679,serving
1680,reduce
1681,fear
1682,characterized
1683,succession
1684,progressions
1685,stops
1686,capacity
1687,act
1688,regulator
1689,indeed
1690,decisions
1691,voss
1692,refers
1693,generation
1694,object's
1695,meaning
1696,risk-taking
1697,classical
1698,stimuli
1699,risky
1700,traditional
1701,intertemporal
1702,individual
1703,behaves
1704,maximize
1705,discounted
1706,utilities
1707,allais
1708,paradox
1709,contradicts
1710,postulates
1711,maximizing
1712,utility
1713,option
1714,describe
1715,violation
1716,law
1717,diminishing
1718,discounted-utility
1719,du
1720,paul
1721,samuelson
1722,valid
1723,normative
1724,descriptive
1725,actual
1726,proposes
1727,x
1728,t
1729,ux
1730,discounting
1731,ft
1732,acquired
1733,overall
1734,mixed
1735,denoted
1736,va
1737,simply
1738,products
1739,sigma
1740,preferred
1741,vb
1742,body
1743,people
1744,systematically
1745,violate
1746,gain-loss
1747,asymmetry
1748,delay-speedup
1749,led
1750,researchers
1751,extensions
1752,modifications
1753,reconcile
1754,anomalies
1755,hyperbolic
1756,suggests
1757,discount
1758,dynamically
1759,consistent
1760,higher
1761,near
1762,distant
1763,numerous
1764,theories
1765,forms
1766,one-parameter
1767,proportional
1768,quasi-hyperbolic
1769,single-dated
1770,represented
1771,pure
1772,gains
1773,multiple-dated
1774,agreement
1775,independence
1776,apt
1777,transformation
1778,preferences
1779,aggregation
1780,components
1781,period
1782,periods
1783,delay
1784,psychologically
1785,analogous
1786,psychological
1787,underlie
1788,development
1789,progressed
1790,steadily
1791,along
1792,route
1793,lines
1794,spawned
1795,maximization
1796,calculate
1797,add
1798,before
1799,choosing
1800,maximizes
1801,minor
1802,underdeveloped
1803,decision
1804,making
1805,extended
1806,sign-dependent
1807,transfer
1808,exchange
1809,cancellation
1810,axiom
1811,asserts
1812,options
1813,consequence
1814,event
1815,preference
1816,abandoned
1817,yet
1818,assumptions
1819,indicates
1820,table
1821,illustrates
1822,adding
1823,element
1824,change
1825,orderings
1826,allais's
1827,applies
1828,eventually
1829,encounter
1830,intertemporal-type
1831,extends
1832,fixed-pie
1833,perceptions
1834,suggesting
1835,disputants
1836,prefer
1837,proposals
1838,perceived
1839,equally
1840,attractive
1841,parties
1842,balanced
1843,rather
1844,one-sided
1845,implemented
1846,israeli
1847,geneva
1848,accords
1849,negotiated
1850,unofficial
1851,delegations
1852,israel
1853,palestinian
1854,authority
1855,demonstrate
1856,israelis
1857,favorably
1858,contrary
1859,diminish
1860,palestinians
1861,favors
1862,opposes
1863,implementation
1864,concerns
1865,create
1866,demand
1867,side
1868,noteworthy
1869,creates
1870,oppose
1871,deal
1872,bargaining
1873,negotiation
1874,mutual
1875,conflicting
1876,barriers
1877,conflict
1878,resolution
1879,efficient
1880,biases
1881,associated
1882,egocentric
1883,negotiators
1884,evaluators
1885,bias
1886,gain
1887,party
1888,persists
1889,possibility
1890,compatible
1891,interests
1892,susceptible
1893,negotiations
1894,extend
1895,pie
1896,protracted
1897,intergroup
1898,dictator
1899,individuals
1900,experience
1901,self-control
1902,temptation
1903,selfishly
1904,judgment
1905,pro-socially
1906,manipulated
1907,trait
1908,reveals
1909,positive
1910,correlation
1911,pro-social
1912,identification-but
1913,low
1914,economic
1915,significance
1916,subtle
1917,sufficient
1918,alter
1919,perception
1920,allocation
1921,opportunities
1922,prompting
1923,draw
1924,lured
1925,themselves
1926,acting
1927,against
1928,failure
1929,famously
1930,termed
1931,akrasia
1932,plato's
1933,protagoras
1934,throughout
1935,domains
1936,daily
1937,represents
1938,issue
1939,philosophy
1940,modern-day
1941,social
1942,sciences
1943,dieter
1944,faced
1945,opportunity
1946,indulge
1947,delicious
1948,creamy
1949,cake
1950,perceive
1951,indulging
1952,maintaining
1953,figure
1954,student
1955,feel
1956,conflicted
1957,desire
1958,cinema
1959,her
1960,stay
1961,fashionista
1962,purchase
1963,boots
1964,maintain
1965,responsible
1966,budget
1967,importantly
1968,selfish
1969,understood
1970,conceptualization
1971,help
1972,notions
1973,economics
1974,motivations
1975,care
1976,self-interest
1977,tautological
1978,exposition
1979,interest
1980,others-at
1981,expense
1982,own-has
1983,voluntarily
1984,charity
1985,public
1986,goods
1987,recycling
1988,pay
1989,taxes
1990,despite
1991,punishment
1992,failing
1993,nonetheless
1994,imagine
1995,inclination
1996,occasion
1997,tempted
1998,underreport
1999,income
2000,authorities
2001,fly
2002,face
2003,urges
2004,personal
2005,gain-or
2006,greed-and
2007,self-control-our
2008,overrule
2009,temptation-is
2010,multitude
2011,conceptualizations
2012,exist
2013,complementary
2014,classic
2015,reason
2016,passion
2017,authors
2018,cold
2019,executive
2020,guides
2021,hot
2022,impulses
2023,willpower
2024,combined
2025,function-or
2026,planner
2027,parlance
2028,thaler
2029,shefrin
2030,brings
2031,bear
2032,deliberate
2033,struggle
2034,divert
2035,away
2036,pre-commitment
2037,possibly
2038,sheer
2039,strength
2040,mind
2041,back
2042,song
2043,sirens
2044,mirrors
2045,started
2046,explore
2047,relates
2048,loewenstein
2049,visceral
2050,drive-states
2051,resembling
2052,cravings
2053,relief
2054,hunger
2055,pain
2056,deprivation
2057,o'donoghue
2058,argue
2059,colder
2060,altruism
2061,sweets
2062,fine
2063,health
2064,indirect
2065,pronin
2066,resemble
2067,selves
2068,albrecht
2069,immediate
2070,delayed
2071,rewards
2072,patience
2073,affective
2074,involvement
2075,activation
2076,dopaminergic
2077,reward
2078,others-or
2079,curry
2080,negatively
2081,impatient
2082,contributed
2083,did
2084,patient
2085,arriving
2086,fehr
2087,leibbrandt
2088,vs
2089,fishermen
2090,whose
2091,elicited
2092,lab
2093,exhibited
2094,cooperative
2095,over-exploit
2096,pool
2097,burks
2098,short-term
2099,patience-the
2100,beta
2101,x3b
2102,model-is
2103,positively
2104,sequential
2105,prisoner's
2106,dilemma
2107,duffy
2108,smith
2109,load-a
2110,manipulation
2111,intended
2112,deplete
2113,impair
2114,self-control-on
2115,treatments
2116,repeated
2117,multi-player
2118,emerging
2119,default
2120,games
2121,trust
2122,reciprocity
2123,lends
2124,credence
2125,altruistic
2126,achtziger
2127,subjected
2128,players
2129,ultimatum
2130,depletion
2131,depleted
2132,proposers
2133,offers-they
2134,became
2135,responders
2136,reject
2137,offers
2138,unfair
2139,themselves-they
2140,halali
2141,crockett
2142,acute
2143,tryptophan
2144,depletion-a
2145,temporarily
2146,reduces
2147,serotonin
2148,levels
2149,brain
2150,impairs
2151,raised
2152,rejection
2153,reduction
2154,correlated
2155,impulsive
2156,delay-discounting
2157,knoch
2158,trustees
2159,lateral
2160,prefrontal
2161,cortex
2162,transcranial
2163,magnetic
2164,stimulation
2165,functioning
2166,targeted
2167,cognizant
2168,returning
2169,share
2170,investments
2171,strategic
2172,norm-compliant
2173,unable
2174,impaired
2175,resist
2176,investment
2177,entirely
2178,oneself
2179,closest
2180,domain
2181,inquiry
2182,piovesan
2183,wengstrom
2184,times
2185,participants
2186,lasting
2187,interpretation
2188,successful
2189,slows
2190,hauge
2191,load
2192,one-shot
2193,attempt
2194,direct
2195,invokes
2196,neither
2197,nor
2198,well-grounded
2199,psychometric
2200,rosenbaum
2201,association
2202,doing
2203,exercising
2204,restraint
2205,myrseth
2206,fishbach
2207,two-stage
2208,identifies
2209,pursuing
2210,higher-order
2211,second
2212,employs
2213,stage
2214,critically
2215,investigating
2216,whether
2217,resembles
2218,tendency
2219,determinants
2220,identification
2221,explored
2222,trivial
2223,virtually
2224,diabetic
2225,knows
2226,tempting
2227,chocolate
2228,incur
2229,major
2230,ambiguous
2231,non-diabetic
2232,faces
2233,alone
2234,regularly
2235,citizen
2236,generously
2237,threat
2238,self-image
2239,stingy
2240,occasions
2241,matter
2242,epsilon
2243,nothing
2244,amounts
2245,serious
2246,met
2247,focal
2248,consumption
2249,must
2250,multiple
2251,additional
2252,maker
2253,evoke
2254,dining
2255,dessert
2256,isolation
2257,singular
2258,episode
2259,generous-to
2260,donate
2261,charitable
2262,organization-may
2263,elicit
2264,bearing
2265,maker's
2266,donating
2267,now-and
2268,future-indicates
2269,generous
2270,character
2271,keeping
2272,money
2273,light
2274,consequences
2275,leaving
2276,out
2277,equation
2278,motivator
2279,framing
2280,manipulations
2281,presenting
2282,calendar
2283,displaying
2284,month
2285,grid
